demand_growth_curve_id,label,description,2025,2030,2035,2040,2045,2050,provenance_note
flat_2025__supply_domestic_liquid_fuels,Flat from 2025 - supply_domestic_liquid_fuels,Keeps residual role supply_domestic_liquid_fuels at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_central__supply_domestic_liquid_fuels,simple role growth central - supply_domestic_liquid_fuels,Keeps residual role supply_domestic_liquid_fuels at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_high__supply_domestic_liquid_fuels,simple role growth high - supply_domestic_liquid_fuels,Keeps residual role supply_domestic_liquid_fuels at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_low__supply_domestic_liquid_fuels,simple role growth low - supply_domestic_liquid_fuels,Keeps residual role supply_domestic_liquid_fuels at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
flat_2025__supply_domestic_solid_fuels,Flat from 2025 - supply_domestic_solid_fuels,Keeps residual role supply_domestic_solid_fuels at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_central__supply_domestic_solid_fuels,simple role growth central - supply_domestic_solid_fuels,Keeps residual role supply_domestic_solid_fuels at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_high__supply_domestic_solid_fuels,simple role growth high - supply_domestic_solid_fuels,Keeps residual role supply_domestic_solid_fuels at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_low__supply_domestic_solid_fuels,simple role growth low - supply_domestic_solid_fuels,Keeps residual role supply_domestic_solid_fuels at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
flat_2025__supply_domestic_bioenergy,Flat from 2025 - supply_domestic_bioenergy,Keeps residual role supply_domestic_bioenergy at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_central__supply_domestic_bioenergy,simple role growth central - supply_domestic_bioenergy,Keeps residual role supply_domestic_bioenergy at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_high__supply_domestic_bioenergy,simple role growth high - supply_domestic_bioenergy,Keeps residual role supply_domestic_bioenergy at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_low__supply_domestic_bioenergy,simple role growth low - supply_domestic_bioenergy,Keeps residual role supply_domestic_bioenergy at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
flat_2025__supply_domestic_hydrogen,Flat from 2025 - supply_domestic_hydrogen,Keeps residual role supply_domestic_hydrogen at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_central__supply_domestic_hydrogen,simple role growth central - supply_domestic_hydrogen,Keeps residual role supply_domestic_hydrogen at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_high__supply_domestic_hydrogen,simple role growth high - supply_domestic_hydrogen,Keeps residual role supply_domestic_hydrogen at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_low__supply_domestic_hydrogen,simple role growth low - supply_domestic_hydrogen,Keeps residual role supply_domestic_hydrogen at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
flat_2025__supply_domestic_derived_fuels,Flat from 2025 - supply_domestic_derived_fuels,Keeps residual role supply_domestic_derived_fuels at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_central__supply_domestic_derived_fuels,simple role growth central - supply_domestic_derived_fuels,Keeps residual role supply_domestic_derived_fuels at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_high__supply_domestic_derived_fuels,simple role growth high - supply_domestic_derived_fuels,Keeps residual role supply_domestic_derived_fuels at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
simple_role_growth_low__supply_domestic_derived_fuels,simple role growth low - supply_domestic_derived_fuels,Keeps residual role supply_domestic_derived_fuels at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Domestic fuel supply residual placeholder; replace with carrier-specific quantity growth when explicit pathways are authored.
flat_2025__supply_thermal_coal_to_export_gate,Flat from 2025 - supply_thermal_coal_to_export_gate,Keeps residual role supply_thermal_coal_to_export_gate at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Export-gate coal residual placeholder; replace with export-tonnage growth when explicit pathways are authored.
simple_role_growth_central__supply_thermal_coal_to_export_gate,simple role growth central - supply_thermal_coal_to_export_gate,Keeps residual role supply_thermal_coal_to_export_gate at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Export-gate coal residual placeholder; replace with export-tonnage growth when explicit pathways are authored.
simple_role_growth_high__supply_thermal_coal_to_export_gate,simple role growth high - supply_thermal_coal_to_export_gate,Keeps residual role supply_thermal_coal_to_export_gate at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Export-gate coal residual placeholder; replace with export-tonnage growth when explicit pathways are authored.
simple_role_growth_low__supply_thermal_coal_to_export_gate,simple role growth low - supply_thermal_coal_to_export_gate,Keeps residual role supply_thermal_coal_to_export_gate at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Export-gate coal residual placeholder; replace with export-tonnage growth when explicit pathways are authored.
flat_2025__supply_metallurgical_coal_to_export_gate,Flat from 2025 - supply_metallurgical_coal_to_export_gate,Keeps residual role supply_metallurgical_coal_to_export_gate at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Export-gate coal residual placeholder; replace with export-tonnage growth when explicit pathways are authored.
simple_role_growth_central__supply_metallurgical_coal_to_export_gate,simple role growth central - supply_metallurgical_coal_to_export_gate,Keeps residual role supply_metallurgical_coal_to_export_gate at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Export-gate coal residual placeholder; replace with export-tonnage growth when explicit pathways are authored.
simple_role_growth_high__supply_metallurgical_coal_to_export_gate,simple role growth high - supply_metallurgical_coal_to_export_gate,Keeps residual role supply_metallurgical_coal_to_export_gate at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Export-gate coal residual placeholder; replace with export-tonnage growth when explicit pathways are authored.
simple_role_growth_low__supply_metallurgical_coal_to_export_gate,simple role growth low - supply_metallurgical_coal_to_export_gate,Keeps residual role supply_metallurgical_coal_to_export_gate at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Export-gate coal residual placeholder; replace with export-tonnage growth when explicit pathways are authored.
flat_2025__supply_iron_ore_to_export_gate,Flat from 2025 - supply_iron_ore_to_export_gate,Keeps residual role supply_iron_ore_to_export_gate at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Export-gate iron ore residual placeholder; replace with export-tonnage growth when explicit pathways are authored.
simple_role_growth_central__supply_iron_ore_to_export_gate,simple role growth central - supply_iron_ore_to_export_gate,Keeps residual role supply_iron_ore_to_export_gate at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Export-gate iron ore residual placeholder; replace with export-tonnage growth when explicit pathways are authored.
simple_role_growth_high__supply_iron_ore_to_export_gate,simple role growth high - supply_iron_ore_to_export_gate,Keeps residual role supply_iron_ore_to_export_gate at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Export-gate iron ore residual placeholder; replace with export-tonnage growth when explicit pathways are authored.
simple_role_growth_low__supply_iron_ore_to_export_gate,simple role growth low - supply_iron_ore_to_export_gate,Keeps residual role supply_iron_ore_to_export_gate at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Export-gate iron ore residual placeholder; replace with export-tonnage growth when explicit pathways are authored.
flat_2025__move_passengers_by_rail,Flat from 2025 - move_passengers_by_rail,Keeps residual role move_passengers_by_rail at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with passenger rail demand evidence when authored.
simple_role_growth_central__move_passengers_by_rail,simple role growth central - move_passengers_by_rail,Keeps residual role move_passengers_by_rail at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with passenger rail demand evidence when authored.
simple_role_growth_high__move_passengers_by_rail,simple role growth high - move_passengers_by_rail,Keeps residual role move_passengers_by_rail at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with passenger rail demand evidence when authored.
simple_role_growth_low__move_passengers_by_rail,simple role growth low - move_passengers_by_rail,Keeps residual role move_passengers_by_rail at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with passenger rail demand evidence when authored.
flat_2025__move_freight_by_rail,Flat from 2025 - move_freight_by_rail,Keeps residual role move_freight_by_rail at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with freight rail demand evidence when authored.
simple_role_growth_central__move_freight_by_rail,simple role growth central - move_freight_by_rail,Keeps residual role move_freight_by_rail at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with freight rail demand evidence when authored.
simple_role_growth_high__move_freight_by_rail,simple role growth high - move_freight_by_rail,Keeps residual role move_freight_by_rail at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with freight rail demand evidence when authored.
simple_role_growth_low__move_freight_by_rail,simple role growth low - move_freight_by_rail,Keeps residual role move_freight_by_rail at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with freight rail demand evidence when authored.
flat_2025__move_passengers_by_air,Flat from 2025 - move_passengers_by_air,Keeps residual role move_passengers_by_air at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with aviation demand evidence when authored.
simple_role_growth_central__move_passengers_by_air,simple role growth central - move_passengers_by_air,Keeps residual role move_passengers_by_air at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with aviation demand evidence when authored.
simple_role_growth_high__move_passengers_by_air,simple role growth high - move_passengers_by_air,Keeps residual role move_passengers_by_air at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with aviation demand evidence when authored.
simple_role_growth_low__move_passengers_by_air,simple role growth low - move_passengers_by_air,Keeps residual role move_passengers_by_air at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with aviation demand evidence when authored.
flat_2025__move_freight_by_marine,Flat from 2025 - move_freight_by_marine,Keeps residual role move_freight_by_marine at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with marine freight demand evidence when authored.
simple_role_growth_central__move_freight_by_marine,simple role growth central - move_freight_by_marine,Keeps residual role move_freight_by_marine at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with marine freight demand evidence when authored.
simple_role_growth_high__move_freight_by_marine,simple role growth high - move_freight_by_marine,Keeps residual role move_freight_by_marine at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with marine freight demand evidence when authored.
simple_role_growth_low__move_freight_by_marine,simple role growth low - move_freight_by_marine,Keeps residual role move_freight_by_marine at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with marine freight demand evidence when authored.
flat_2025__operate_off_road_mobile_equipment,Flat from 2025 - operate_off_road_mobile_equipment,Keeps residual role operate_off_road_mobile_equipment at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with specific off-road and other transport evidence when authored.
simple_role_growth_central__operate_off_road_mobile_equipment,simple role growth central - operate_off_road_mobile_equipment,Keeps residual role operate_off_road_mobile_equipment at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with specific off-road and other transport evidence when authored.
simple_role_growth_high__operate_off_road_mobile_equipment,simple role growth high - operate_off_road_mobile_equipment,Keeps residual role operate_off_road_mobile_equipment at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with specific off-road and other transport evidence when authored.
simple_role_growth_low__operate_off_road_mobile_equipment,simple role growth low - operate_off_road_mobile_equipment,Keeps residual role operate_off_road_mobile_equipment at its 2025 placeholder anchor across milestone years.,1,1,1,1,1,1,Non-road transport residual split; replace with specific off-road and other transport evidence when authored.
flat_2025__capture_point_source_co2,Flat from 2025 - capture_point_source_co2,Keeps capture_point_source_co2 at its zero 2025 anchor across all milestone years until scenario or process-chain activity is authored.,1,1,1,1,1,1,Carbon-management placeholder proxy. Confidence: low; replace with infrastructure evidence when explicit CCS networks are authored.
flat_2025__transport_captured_co2,Flat from 2025 - transport_captured_co2,Keeps transport_captured_co2 at its zero 2025 anchor across all milestone years until scenario or process-chain activity is authored.,1,1,1,1,1,1,Carbon-management placeholder proxy. Confidence: low; replace with infrastructure evidence when explicit CCS networks are authored.
flat_2025__store_captured_co2,Flat from 2025 - store_captured_co2,Keeps store_captured_co2 at its zero 2025 anchor across all milestone years until scenario or process-chain activity is authored.,1,1,1,1,1,1,Carbon-management placeholder proxy. Confidence: low; replace with infrastructure evidence when explicit CCS networks are authored.
simple_role_growth_central__make_clinker_intermediate,Simple role growth - central - make_clinker_intermediate,Linked child activity inherits cement parent selection. Convenience curve keeps the package demand file resolvable.,1,1,1,1,1,1,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_central__generate_cement_kiln_heat,Simple role growth - central - generate_cement_kiln_heat,Linked child activity inherits cement parent selection. Convenience curve keeps the package demand file resolvable.,1,1,1,1,1,1,App-owned convenience preset. Not part of the research library evidence.
simple_role_growth_central__grind_blend_cement_equivalent,Simple role growth - central - grind_blend_cement_equivalent,Linked child activity inherits cement parent selection. Convenience curve keeps the package demand file resolvable.,1,1,1,1,1,1,App-owned convenience preset. Not part of the research library evidence.
